ID,bounding_box,future_bounding_box,scenefolderpath,filename,crossing_obs,crossing_true,label
162.0,"[[1325.5, 544.5, 57.0, 165.0], [1327.0, 545.0, 58.0, 166.0], [1330.0, 546.0, 60.0, 168.0], [1333.0, 546.0, 62.0, 170.0], [1334.5, 546.5, 63.0, 171.0], [1337.5, 547.5, 65.0, 173.0], [1339.0, 547.0, 66.0, 174.0], [1342.0, 548.0, 68.0, 176.0], [1344.0, 549.0, 68.0, 176.0], [1346.0, 549.0, 68.0, 176.0], [1347.5, 550.0, 67.0, 176.0], [1349.5, 550.0, 67.0, 176.0], [1351.5, 551.5, 67.0, 177.0], [1352.5, 551.5, 67.0, 177.0], [1354.5, 552.5, 67.0, 177.0], [1356.0, 552.5, 66.0, 177.0]]","[[1358.0, 553.5, 66.0, 177.0], [1360.0, 553.5, 66.0, 177.0], [1360.0, 553.5, 68.0, 179.0], [1359.5, 553.0, 69.0, 180.0], [1359.5, 554.0, 71.0, 182.0], [1359.0, 554.0, 72.0, 184.0], [1359.0, 554.0, 74.0, 186.0], [1357.5, 553.5, 75.0, 187.0], [1357.5, 553.5, 77.0, 189.0], [1357.0, 554.5, 78.0, 191.0], [1357.0, 554.0, 80.0, 192.0], [1356.5, 554.0, 81.0, 194.0], [1357.0, 555.0, 80.0, 196.0], [1356.0, 556.0, 78.0, 198.0], [1356.5, 557.0, 77.0, 200.0], [1356.5, 558.0, 75.0, 202.0]]","['../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080']","['00032.png', '00033.png', '00034.png', '00035.png', '00036.png', '00037.png', '00038.png', '00039.png', '00040.png', '00041.png', '00042.png', '00043.png', '00044.png', '00045.png', '00046.png', '00047.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
162.0,"[[1358.0, 553.5, 66.0, 177.0], [1360.0, 553.5, 66.0, 177.0], [1360.0, 553.5, 68.0, 179.0], [1359.5, 553.0, 69.0, 180.0], [1359.5, 554.0, 71.0, 182.0], [1359.0, 554.0, 72.0, 184.0], [1359.0, 554.0, 74.0, 186.0], [1357.5, 553.5, 75.0, 187.0], [1357.5, 553.5, 77.0, 189.0], [1357.0, 554.5, 78.0, 191.0], [1357.0, 554.0, 80.0, 192.0], [1356.5, 554.0, 81.0, 194.0], [1357.0, 555.0, 80.0, 196.0], [1356.0, 556.0, 78.0, 198.0], [1356.5, 557.0, 77.0, 200.0], [1356.5, 558.0, 75.0, 202.0]]","[[1357.0, 559.0, 74.0, 204.0], [1356.5, 558.5, 73.0, 205.0], [1356.5, 559.5, 71.0, 207.0], [1357.0, 560.5, 70.0, 209.0], [1356.0, 561.5, 68.0, 211.0], [1356.5, 562.5, 67.0, 213.0], [1354.0, 563.5, 70.0, 213.0], [1352.5, 564.5, 73.0, 213.0], [1350.5, 565.0, 77.0, 212.0], [1349.0, 566.0, 80.0, 212.0], [1346.5, 567.0, 83.0, 212.0], [1345.5, 570.0, 89.0, 214.0], [1343.5, 572.0, 95.0, 216.0], [1342.0, 575.5, 100.0, 219.0], [1340.0, 577.5, 106.0, 221.0], [1339.0, 580.5, 112.0, 223.0]]","['../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080', '../JAAD/images/video_0080']","['00048.png', '00049.png', '00050.png', '00051.png', '00052.png', '00053.png', '00054.png', '00055.png', '00056.png', '00057.png', '00058.png', '00059.png', '00060.png', '00061.png', '00062.png', '00063.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0
164.0,"[[713.0, 682.0, 20.0, 38.0], [713.0, 683.0, 16.0, 38.0], [713.0, 682.5, 16.0, 37.0], [712.5, 683.5, 15.0, 37.0], [712.5, 684.0, 15.0, 36.0], [713.5, 684.0, 15.0, 36.0], [713.5, 684.5, 15.0, 35.0], [713.0, 685.5, 14.0, 35.0], [713.0, 685.0, 14.0, 34.0], [713.0, 686.0, 14.0, 34.0], [714.0, 687.0, 14.0, 34.0], [714.5, 689.0, 13.0, 34.0], [715.5, 690.0, 13.0, 34.0], [716.5, 691.0, 13.0, 34.0], [717.5, 693.0, 13.0, 34.0], [717.0, 693.5, 12.0, 33.0]]","[[718.0, 694.5, 12.0, 33.0], [719.0, 695.5, 12.0, 33.0], [719.5, 697.5, 11.0, 33.0], [720.5, 698.5, 11.0, 33.0], [720.5, 700.0, 11.0, 34.0], [721.0, 701.0, 12.0, 34.0], [721.0, 703.5, 12.0, 35.0], [722.0, 704.5, 20.0, 35.0], [722.0, 704.5, 20.0, 35.0], [723.0, 704.5, 20.0, 35.0], [724.0, 706.5, 20.0, 35.0], [724.0, 708.5, 20.0, 35.0], [725.0, 712.5, 20.0, 35.0], [725.0, 715.5, 20.0, 35.0], [726.0, 717.5, 20.0, 35.0], [726.0, 719.5, 20.0, 35.0]]","['../JAAD/images/video_0110', '../JAAD/images/video_0110', '../JAAD/images/video_0110', '../JAAD/images/video_0110', '../JAAD/images/video_0110', '../JAAD/images/video_0110', '../JAAD/images/video_0110', '../JAAD/images/video_0110', '../JAAD/images/video_0110', '../JAAD/images/video_0110', '../JAAD/images/video_0110', '../JAAD/images/video_0110', '../JAAD/images/video_0110', '../JAAD/images/video_0110', '../JAAD/images/video_0110', '../JAAD/images/video_0110']","['00000.png', '00001.png', '00002.png', '00003.png', '00004.png', '00005.png', '00006.png', '00007.png', '00008.png', '00009.png', '00010.png', '00011.png', '00012.png', '00013.png', '00014.png', '00015.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",1.0
165.0,"[[686.0, 713.0, 20.0, 56.0], [683.5, 713.0, 17.0, 56.0], [681.5, 713.0, 17.0, 56.0], [680.5, 713.0, 17.0, 56.0], [678.5, 713.0, 17.0, 56.0], [677.0, 712.5, 18.0, 57.0], [675.0, 712.5, 18.0, 57.0], [674.0, 712.5, 18.0, 57.0], [672.0, 712.5, 18.0, 57.0], [670.0, 712.5, 20.0, 57.0], [667.0, 713.5, 20.0, 59.0], [665.0, 713.5, 20.0, 61.0], [662.0, 714.0, 20.0, 62.0], [660.0, 714.5, 20.0, 63.0], [658.0, 713.5, 20.0, 63.0], [656.0, 714.0, 20.0, 64.0]]","[[654.0, 713.0, 20.0, 64.0], [651.0, 713.0, 20.0, 64.0], [649.0, 710.5, 20.0, 67.0], [647.0, 708.0, 20.0, 70.0], [645.0, 705.0, 20.0, 72.0], [643.0, 704.5, 20.0, 73.0], [641.0, 704.5, 20.0, 73.0], [639.0, 704.5, 20.0, 73.0], [637.0, 705.0, 20.0, 72.0], [635.0, 705.0, 20.0, 72.0], [632.0, 706.0, 20.0, 72.0], [630.5, 707.0, 21.0, 72.0], [629.5, 711.0, 23.0, 66.0], [627.5, 711.0, 23.0, 66.0], [624.0, 710.5, 22.0, 67.0], [622.0, 710.5, 22.0, 67.0]]","['../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108']","['00000.png', '00001.png', '00002.png', '00003.png', '00004.png', '00005.png', '00006.png', '00007.png', '00008.png', '00009.png', '00010.png', '00011.png', '00012.png', '00013.png', '00014.png', '00015.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
165.0,"[[654.0, 713.0, 20.0, 64.0], [651.0, 713.0, 20.0, 64.0], [649.0, 710.5, 20.0, 67.0], [647.0, 708.0, 20.0, 70.0], [645.0, 705.0, 20.0, 72.0], [643.0, 704.5, 20.0, 73.0], [641.0, 704.5, 20.0, 73.0], [639.0, 704.5, 20.0, 73.0], [637.0, 705.0, 20.0, 72.0], [635.0, 705.0, 20.0, 72.0], [632.0, 706.0, 20.0, 72.0], [630.5, 707.0, 21.0, 72.0], [629.5, 711.0, 23.0, 66.0], [627.5, 711.0, 23.0, 66.0], [624.0, 710.5, 22.0, 67.0], [622.0, 710.5, 22.0, 67.0]]","[[620.0, 711.0, 22.0, 68.0], [617.0, 711.5, 22.0, 69.0], [615.0, 711.5, 22.0, 69.0], [613.0, 712.0, 22.0, 70.0], [610.0, 712.5, 22.0, 71.0], [608.0, 712.5, 22.0, 71.0], [606.0, 713.0, 22.0, 72.0], [602.5, 712.0, 21.0, 72.0], [600.5, 712.5, 21.0, 73.0], [598.5, 713.0, 21.0, 74.0], [595.5, 713.0, 21.0, 74.0], [593.5, 713.5, 21.0, 75.0], [591.0, 714.0, 22.0, 76.0], [589.0, 714.5, 22.0, 77.0], [586.5, 715.5, 23.0, 77.0], [584.5, 716.0, 23.0, 78.0]]","['../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108']","['00016.png', '00017.png', '00018.png', '00019.png', '00020.png', '00021.png', '00022.png', '00023.png', '00024.png', '00025.png', '00026.png', '00027.png', '00028.png', '00029.png', '00030.png', '00031.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
165.0,"[[620.0, 711.0, 22.0, 68.0], [617.0, 711.5, 22.0, 69.0], [615.0, 711.5, 22.0, 69.0], [613.0, 712.0, 22.0, 70.0], [610.0, 712.5, 22.0, 71.0], [608.0, 712.5, 22.0, 71.0], [606.0, 713.0, 22.0, 72.0], [602.5, 712.0, 21.0, 72.0], [600.5, 712.5, 21.0, 73.0], [598.5, 713.0, 21.0, 74.0], [595.5, 713.0, 21.0, 74.0], [593.5, 713.5, 21.0, 75.0], [591.0, 714.0, 22.0, 76.0], [589.0, 714.5, 22.0, 77.0], [586.5, 715.5, 23.0, 77.0], [584.5, 716.0, 23.0, 78.0]]","[[582.0, 717.0, 24.0, 78.0], [579.0, 717.5, 24.0, 79.0], [577.5, 718.0, 25.0, 80.0], [574.5, 719.0, 25.0, 80.0], [573.0, 719.5, 26.0, 81.0], [570.0, 720.0, 26.0, 82.0], [567.5, 721.0, 27.0, 82.0], [565.5, 721.5, 27.0, 83.0], [563.0, 722.5, 28.0, 83.0], [561.0, 723.0, 28.0, 84.0], [558.5, 723.5, 29.0, 85.0], [556.5, 724.5, 29.0, 85.0], [554.0, 725.0, 30.0, 86.0], [548.5, 724.5, 35.0, 87.0], [544.0, 723.5, 40.0, 89.0], [538.0, 723.0, 44.0, 90.0]]","['../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108', '../JAAD/images/video_0108']","['00032.png', '00033.png', '00034.png', '00035.png', '00036.png', '00037.png', '00038.png', '00039.png', '00040.png', '00041.png', '00042.png', '00043.png', '00044.png', '00045.png', '00046.png', '00047.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",1.0
166.0,"[[1233.5, 692.5, 51.0, 191.0], [1239.0, 693.0, 52.0, 192.0], [1243.5, 692.5, 53.0, 193.0], [1249.0, 692.5, 54.0, 193.0], [1254.5, 693.0, 55.0, 194.0], [1259.0, 692.5, 56.0, 195.0], [1264.5, 693.0, 57.0, 196.0], [1270.0, 693.0, 58.0, 196.0], [1274.5, 692.5, 59.0, 197.0], [1280.0, 693.0, 60.0, 198.0], [1287.0, 693.0, 60.0, 200.0], [1293.0, 692.0, 60.0, 202.0], [1300.5, 692.0, 61.0, 204.0], [1306.5, 691.0, 61.0, 206.0], [1313.5, 691.0, 61.0, 208.0], [1320.5, 690.5, 61.0, 209.0]]","[[1327.0, 688.5, 62.0, 211.0], [1334.0, 687.0, 62.0, 214.0], [1340.5, 685.0, 63.0, 216.0], [1348.0, 683.5, 64.0, 219.0], [1354.0, 681.5, 64.0, 221.0], [1360.5, 680.0, 65.0, 224.0], [1367.5, 678.0, 65.0, 226.0], [1374.0, 676.0, 66.0, 228.0], [1379.5, 675.5, 67.0, 231.0], [1385.5, 673.5, 67.0, 233.0], [1391.0, 672.5, 68.0, 235.0], [1396.0, 672.5, 68.0, 237.0], [1401.5, 671.0, 69.0, 238.0], [1405.5, 672.0, 69.0, 240.0], [1409.5, 672.0, 69.0, 242.0], [1414.0, 672.5, 70.0, 243.0]]","['../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071']","['00000.png', '00001.png', '00002.png', '00003.png', '00004.png', '00005.png', '00006.png', '00007.png', '00008.png', '00009.png', '00010.png', '00011.png', '00012.png', '00013.png', '00014.png', '00015.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
166.0,"[[1327.0, 688.5, 62.0, 211.0], [1334.0, 687.0, 62.0, 214.0], [1340.5, 685.0, 63.0, 216.0], [1348.0, 683.5, 64.0, 219.0], [1354.0, 681.5, 64.0, 221.0], [1360.5, 680.0, 65.0, 224.0], [1367.5, 678.0, 65.0, 226.0], [1374.0, 676.0, 66.0, 228.0], [1379.5, 675.5, 67.0, 231.0], [1385.5, 673.5, 67.0, 233.0], [1391.0, 672.5, 68.0, 235.0], [1396.0, 672.5, 68.0, 237.0], [1401.5, 671.0, 69.0, 238.0], [1405.5, 672.0, 69.0, 240.0], [1409.5, 672.0, 69.0, 242.0], [1414.0, 672.5, 70.0, 243.0]]","[[1418.0, 673.0, 70.0, 244.0], [1421.5, 674.0, 71.0, 246.0], [1425.5, 674.5, 71.0, 247.0], [1429.5, 675.5, 71.0, 249.0], [1435.0, 676.0, 74.0, 250.0], [1441.0, 676.5, 76.0, 251.0], [1446.0, 677.5, 78.0, 253.0], [1452.0, 678.0, 80.0, 254.0], [1457.0, 678.5, 82.0, 255.0], [1463.0, 679.5, 84.0, 257.0], [1468.0, 680.0, 86.0, 258.0], [1474.0, 680.5, 88.0, 259.0], [1479.0, 681.5, 90.0, 261.0], [1485.5, 682.0, 93.0, 262.0], [1490.5, 682.5, 95.0, 263.0], [1496.5, 683.5, 97.0, 265.0]]","['../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071']","['00016.png', '00017.png', '00018.png', '00019.png', '00020.png', '00021.png', '00022.png', '00023.png', '00024.png', '00025.png', '00026.png', '00027.png', '00028.png', '00029.png', '00030.png', '00031.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
166.0,"[[1418.0, 673.0, 70.0, 244.0], [1421.5, 674.0, 71.0, 246.0], [1425.5, 674.5, 71.0, 247.0], [1429.5, 675.5, 71.0, 249.0], [1435.0, 676.0, 74.0, 250.0], [1441.0, 676.5, 76.0, 251.0], [1446.0, 677.5, 78.0, 253.0], [1452.0, 678.0, 80.0, 254.0], [1457.0, 678.5, 82.0, 255.0], [1463.0, 679.5, 84.0, 257.0], [1468.0, 680.0, 86.0, 258.0], [1474.0, 680.5, 88.0, 259.0], [1479.0, 681.5, 90.0, 261.0], [1485.5, 682.0, 93.0, 262.0], [1490.5, 682.5, 95.0, 263.0], [1496.5, 683.5, 97.0, 265.0]]","[[1502.5, 684.0, 99.0, 266.0], [1507.5, 685.0, 101.0, 268.0], [1513.5, 685.5, 103.0, 269.0], [1514.5, 685.0, 103.0, 270.0], [1516.0, 685.5, 104.0, 271.0], [1517.0, 686.0, 104.0, 272.0], [1518.0, 686.5, 104.0, 273.0], [1519.5, 687.0, 105.0, 274.0], [1520.5, 688.0, 105.0, 276.0], [1520.5, 688.5, 105.0, 277.0], [1521.5, 689.0, 105.0, 278.0], [1523.0, 689.5, 106.0, 279.0], [1524.0, 690.0, 106.0, 280.0], [1525.0, 690.5, 106.0, 281.0], [1526.5, 691.0, 107.0, 282.0], [1527.5, 691.5, 107.0, 283.0]]","['../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071']","['00032.png', '00033.png', '00034.png', '00035.png', '00036.png', '00037.png', '00038.png', '00039.png', '00040.png', '00041.png', '00042.png', '00043.png', '00044.png', '00045.png', '00046.png', '00047.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
166.0,"[[1502.5, 684.0, 99.0, 266.0], [1507.5, 685.0, 101.0, 268.0], [1513.5, 685.5, 103.0, 269.0], [1514.5, 685.0, 103.0, 270.0], [1516.0, 685.5, 104.0, 271.0], [1517.0, 686.0, 104.0, 272.0], [1518.0, 686.5, 104.0, 273.0], [1519.5, 687.0, 105.0, 274.0], [1520.5, 688.0, 105.0, 276.0], [1520.5, 688.5, 105.0, 277.0], [1521.5, 689.0, 105.0, 278.0], [1523.0, 689.5, 106.0, 279.0], [1524.0, 690.0, 106.0, 280.0], [1525.0, 690.5, 106.0, 281.0], [1526.5, 691.0, 107.0, 282.0], [1527.5, 691.5, 107.0, 283.0]]","[[1528.5, 692.0, 107.0, 284.0], [1529.5, 692.5, 107.0, 285.0], [1531.5, 693.0, 107.0, 286.0], [1533.5, 693.5, 107.0, 287.0], [1535.5, 694.0, 107.0, 288.0], [1537.5, 694.0, 107.0, 288.0], [1538.5, 694.5, 107.0, 289.0], [1540.5, 695.0, 107.0, 290.0], [1542.5, 695.0, 107.0, 290.0], [1544.5, 695.5, 107.0, 291.0], [1546.5, 696.0, 107.0, 292.0], [1548.5, 696.0, 107.0, 292.0], [1549.5, 696.5, 107.0, 293.0], [1551.5, 697.0, 107.0, 294.0], [1553.5, 697.0, 107.0, 294.0], [1555.5, 697.5, 107.0, 295.0]]","['../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071']","['00048.png', '00049.png', '00050.png', '00051.png', '00052.png', '00053.png', '00054.png', '00055.png', '00056.png', '00057.png', '00058.png', '00059.png', '00060.png', '00061.png', '00062.png', '00063.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
166.0,"[[1528.5, 692.0, 107.0, 284.0], [1529.5, 692.5, 107.0, 285.0], [1531.5, 693.0, 107.0, 286.0], [1533.5, 693.5, 107.0, 287.0], [1535.5, 694.0, 107.0, 288.0], [1537.5, 694.0, 107.0, 288.0], [1538.5, 694.5, 107.0, 289.0], [1540.5, 695.0, 107.0, 290.0], [1542.5, 695.0, 107.0, 290.0], [1544.5, 695.5, 107.0, 291.0], [1546.5, 696.0, 107.0, 292.0], [1548.5, 696.0, 107.0, 292.0], [1549.5, 696.5, 107.0, 293.0], [1551.5, 697.0, 107.0, 294.0], [1553.5, 697.0, 107.0, 294.0], [1555.5, 697.5, 107.0, 295.0]]","[[1557.5, 698.0, 107.0, 296.0], [1558.5, 698.5, 107.0, 297.0], [1559.0, 699.0, 106.0, 298.0], [1560.5, 698.5, 105.0, 299.0], [1561.5, 699.0, 105.0, 300.0], [1562.0, 700.0, 104.0, 302.0], [1562.5, 700.5, 103.0, 303.0], [1564.5, 701.0, 103.0, 304.0], [1565.0, 700.5, 102.0, 305.0], [1565.5, 701.0, 101.0, 306.0], [1567.0, 701.5, 100.0, 307.0], [1568.0, 702.0, 100.0, 308.0], [1568.5, 703.0, 99.0, 310.0], [1569.0, 702.5, 98.0, 311.0], [1571.0, 703.0, 98.0, 312.0], [1571.5, 703.5, 97.0, 313.0]]","['../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071']","['00064.png', '00065.png', '00066.png', '00067.png', '00068.png', '00069.png', '00070.png', '00071.png', '00072.png', '00073.png', '00074.png', '00075.png', '00076.png', '00077.png', '00078.png', '00079.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
166.0,"[[1557.5, 698.0, 107.0, 296.0], [1558.5, 698.5, 107.0, 297.0], [1559.0, 699.0, 106.0, 298.0], [1560.5, 698.5, 105.0, 299.0], [1561.5, 699.0, 105.0, 300.0], [1562.0, 700.0, 104.0, 302.0], [1562.5, 700.5, 103.0, 303.0], [1564.5, 701.0, 103.0, 304.0], [1565.0, 700.5, 102.0, 305.0], [1565.5, 701.0, 101.0, 306.0], [1567.0, 701.5, 100.0, 307.0], [1568.0, 702.0, 100.0, 308.0], [1568.5, 703.0, 99.0, 310.0], [1569.0, 702.5, 98.0, 311.0], [1571.0, 703.0, 98.0, 312.0], [1571.5, 703.5, 97.0, 313.0]]","[[1571.5, 704.0, 97.0, 314.0], [1572.5, 704.5, 97.0, 315.0], [1572.5, 705.0, 97.0, 316.0], [1574.0, 705.5, 98.0, 317.0], [1574.0, 706.0, 98.0, 318.0], [1575.0, 706.5, 98.0, 319.0], [1575.0, 707.0, 98.0, 320.0], [1576.0, 708.0, 98.0, 322.0], [1576.0, 708.5, 98.0, 323.0], [1577.0, 709.0, 98.0, 324.0], [1577.0, 709.5, 98.0, 325.0], [1578.5, 710.0, 99.0, 326.0], [1578.5, 710.5, 99.0, 327.0], [1579.5, 711.0, 99.0, 328.0], [1579.5, 711.5, 99.0, 329.0], [1581.5, 711.5, 99.0, 329.0]]","['../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071', '../JAAD/images/video_0071']","['00080.png', '00081.png', '00082.png', '00083.png', '00084.png', '00085.png', '00086.png', '00087.png', '00088.png', '00089.png', '00090.png', '00091.png', '00092.png', '00093.png', '00094.png', '00095.png']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
